time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-28 00:00:00+00:00,4,3,4.0,1.0
2023-03-29 00:00:00+00:00,4,3,12.0,1.0
2023-03-30 00:00:00+00:00,4,3,,
2023-03-31 00:00:00+00:00,74,4,96.0,2.0
2023-04-01 00:00:00+00:00,55,5,30.0,1.0
2023-04-02 00:00:00+00:00,14,4,6.0,4.0
2023-04-03 00:00:00+00:00,23,3,39.0,3.0
2023-04-04 00:00:00+00:00,44,4,108.0,4.0
2023-04-05 00:00:00+00:00,5,4,17.0,5.0
2023-04-06 00:00:00+00:00,52,7,19.0,4.0
2023-04-07 00:00:00+00:00,76,5,70.0,3.0
2023-04-08 00:00:00+00:00,7,4,,
2023-04-09 00:00:00+00:00,4,3,1.0,1.0
2023-04-10 00:00:00+00:00,41,7,79.0,3.0
