time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-13 00:00:00+00:00,6,3,97,6
2023-04-14 00:00:00+00:00,4,3,3,3
2023-04-15 00:00:00+00:00,14,4,22,3
2023-04-16 00:00:00+00:00,18,6,4,2
2023-04-17 00:00:00+00:00,8,5,6,1
2023-04-18 00:00:00+00:00,4,3,2,2
2023-04-19 00:00:00+00:00,57,4,9,2
2023-04-20 00:00:00+00:00,63,9,125,3
2023-04-21 00:00:00+00:00,78,7,12,2
2023-04-22 00:00:00+00:00,92,9,63,3
2023-04-23 00:00:00+00:00,6,4,37,2
2023-04-24 00:00:00+00:00,93,8,59,3
2023-04-25 00:00:00+00:00,67,12,17,5
2023-04-26 00:00:00+00:00,127,12,67,4
