time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-04 00:00:00+00:00,,,9,4
2024-10-05 00:00:00+00:00,1.0,1.0,3,3
2024-10-06 00:00:00+00:00,3.0,2.0,2,1
2024-10-07 00:00:00+00:00,3.0,3.0,50,9
2024-10-08 00:00:00+00:00,,,98,8
2024-10-09 00:00:00+00:00,1.0,1.0,60,8
2024-10-10 00:00:00+00:00,,,65,15
2024-10-11 00:00:00+00:00,65.0,3.0,24,12
2024-10-12 00:00:00+00:00,24.0,3.0,11,3
2024-10-13 00:00:00+00:00,,,7,3
2024-10-14 00:00:00+00:00,,,18,5
2024-10-15 00:00:00+00:00,,,9,4
2024-10-16 00:00:00+00:00,27.0,3.0,8,5
2024-10-17 00:00:00+00:00,92.0,2.0,38,8
