time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-28 00:00:00+00:00,21,15,12,6
2025-10-29 00:00:00+00:00,6,5,28,12
2025-10-30 00:00:00+00:00,7,7,6,6
2025-10-31 00:00:00+00:00,12,7,8,6
2025-11-01 00:00:00+00:00,4,4,2,2
2025-11-02 00:00:00+00:00,13,7,17,6
2025-11-03 00:00:00+00:00,9,4,137,9
2025-11-04 00:00:00+00:00,14,10,15,4
2025-11-05 00:00:00+00:00,5,4,35,4
2025-11-06 00:00:00+00:00,20,9,34,5
2025-11-07 00:00:00+00:00,44,4,39,15
2025-11-08 00:00:00+00:00,18,8,18,12
2025-11-09 00:00:00+00:00,13,7,3,3
2025-11-10 00:00:00+00:00,24,5,16,8
