time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,12,9,108,2
2025-10-13 00:00:00+00:00,8,7,27,10
2025-10-14 00:00:00+00:00,11,6,39,8
2025-10-15 00:00:00+00:00,4,4,17,8
2025-10-16 00:00:00+00:00,13,7,30,6
2025-10-17 00:00:00+00:00,20,5,25,3
2025-10-18 00:00:00+00:00,22,10,5,3
2025-10-19 00:00:00+00:00,22,10,7,3
2025-10-20 00:00:00+00:00,5,5,34,4
2025-10-21 00:00:00+00:00,21,9,48,8
2025-10-22 00:00:00+00:00,34,9,59,10
2025-10-23 00:00:00+00:00,11,4,14,3
2025-10-24 00:00:00+00:00,12,11,3,3
2025-10-25 00:00:00+00:00,18,7,10,5
