time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-17 00:00:00+00:00,14,11,1,1
2026-02-18 00:00:00+00:00,12,7,32,9
2026-02-19 00:00:00+00:00,11,7,20,3
2026-02-20 00:00:00+00:00,5,4,21,4
2026-02-21 00:00:00+00:00,20,13,20,6
2026-02-22 00:00:00+00:00,19,10,4,4
2026-02-23 00:00:00+00:00,85,8,73,9
2026-02-24 00:00:00+00:00,19,10,39,6
2026-02-25 00:00:00+00:00,45,12,45,10
2026-02-26 00:00:00+00:00,17,8,22,16
2026-02-27 00:00:00+00:00,17,12,78,8
2026-02-28 00:00:00+00:00,23,8,8,5
2026-03-01 00:00:00+00:00,15,9,47,7
2026-03-02 00:00:00+00:00,31,12,218,9
