time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-28 00:00:00+00:00,,,3,2
2024-09-29 00:00:00+00:00,1.0,1.0,2,2
2024-09-30 00:00:00+00:00,,,9,5
2024-10-01 00:00:00+00:00,33.0,2.0,30,5
2024-10-02 00:00:00+00:00,12.0,2.0,19,8
2024-10-03 00:00:00+00:00,2.0,2.0,19,6
2024-10-04 00:00:00+00:00,,,9,4
2024-10-05 00:00:00+00:00,1.0,1.0,3,3
2024-10-06 00:00:00+00:00,3.0,2.0,2,1
2024-10-07 00:00:00+00:00,3.0,3.0,50,9
2024-10-08 00:00:00+00:00,,,98,8
2024-10-09 00:00:00+00:00,1.0,1.0,60,8
2024-10-10 00:00:00+00:00,,,65,15
2024-10-11 00:00:00+00:00,42.0,2.0,23,12
