time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-19 00:00:00+00:00,1.0,1.0,7,3
2024-10-20 00:00:00+00:00,2.0,1.0,21,5
2024-10-21 00:00:00+00:00,36.0,5.0,81,10
2024-10-22 00:00:00+00:00,160.0,8.0,50,10
2024-10-23 00:00:00+00:00,2.0,1.0,36,8
2024-10-24 00:00:00+00:00,1.0,1.0,152,13
2024-10-25 00:00:00+00:00,1.0,1.0,21,5
2024-10-26 00:00:00+00:00,1.0,1.0,23,2
2024-10-27 00:00:00+00:00,,,16,3
2024-10-28 00:00:00+00:00,2.0,2.0,36,4
2024-10-29 00:00:00+00:00,,,16,3
2024-10-30 00:00:00+00:00,,,33,8
2024-10-31 00:00:00+00:00,,,12,8
2024-11-01 00:00:00+00:00,1.0,1.0,31,5
