time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-24 00:00:00+00:00,8,3,4,4
2025-09-25 00:00:00+00:00,11,9,10,5
2025-09-26 00:00:00+00:00,7,5,33,6
2025-09-27 00:00:00+00:00,3,3,1,1
2025-09-28 00:00:00+00:00,11,8,15,4
2025-09-29 00:00:00+00:00,13,10,8,2
2025-09-30 00:00:00+00:00,7,7,75,10
2025-10-01 00:00:00+00:00,6,6,22,8
2025-10-02 00:00:00+00:00,4,4,28,11
2025-10-03 00:00:00+00:00,13,9,8,5
2025-10-04 00:00:00+00:00,23,10,5,4
2025-10-05 00:00:00+00:00,7,6,58,6
2025-10-06 00:00:00+00:00,7,7,39,11
2025-10-07 00:00:00+00:00,14,5,31,10
